PosX,PosY,PosZ,VelX,VelY,VelZ,Steering,Throttle,Brake,LocalVelX,LocalVelY,LocalVelZ,AccLat,AccLong,AccVert,Yaw,Pitch,Roll,DistFromIdeal,Curva,LapTime
-18.527,0.027,-23.428,36.064,0.02,0.3,0.0,1.0,0.0,0.113,-0.214,36.064,9.762,2.572,-0.25,89.337,359.631,1.202,5.055,,0.02
-17.805,0.027,-23.41,36.066,-0.012,0.416,0.167,1.0,0.0,-0.003,-0.242,36.067,-5.796,-1.656,0.142,89.346,359.636,359.8,5.2,,0.04
-17.084,0.027,-23.394,36.067,-0.007,0.507,0.167,1.0,0.0,-0.122,-0.237,36.07,-4.531,0.18,0.124,89.396,359.639,358.949,5.436,,0.06
-16.363,0.027,-23.401,36.057,0.026,0.284,0.167,1.0,0.0,0.107,-0.212,36.058,11.168,1.456,-0.59,89.374,359.625,0.916,5.734,,0.08
-15.641,0.027,-23.392,36.074,-0.032,0.324,0.167,1.0,0.0,0.075,-0.255,36.074,-2.045,-2.859,0.827,89.363,359.647,0.432,6.116,,0.1
-14.92,0.027,-23.371,36.068,0.023,0.515,0.167,1.0,0.0,-0.13,-0.213,36.071,-9.622,2.509,-0.165,89.395,359.631,358.767,6.564,,0.12
-14.199,0.027,-23.373,36.072,-0.005,0.376,0.254,1.0,0.0,0.006,-0.235,36.073,6.958,-1.413,0.086,89.39,359.635,0.314,7.042,,0.14
-13.477,0.027,-23.373,36.077,-0.012,0.258,0.254,1.0,0.0,0.13,-0.24,36.077,5.891,-0.492,0.198,89.377,359.643,1.104,7.56,,0.16
-12.756,0.027,-23.351,36.065,0.03,0.43,0.187,1.0,0.0,-0.105,-0.207,36.066,-8.62,2.0,-0.526,89.49,359.627,359.108,8.122,,0.18
-12.034,0.027,-23.347,36.081,-0.031,0.315,0.187,1.0,0.0,-0.075,-0.253,36.082,5.784,-3.016,0.773,89.621,359.647,359.695,8.698,,0.2
-11.313,0.027,-23.357,36.078,0.014,0.017,0.0,1.0,0.0,0.146,-0.221,36.077,14.947,1.86,-0.209,89.734,359.633,1.434,9.287,,0.22
-10.591,0.027,-23.343,36.083,-0.005,0.069,0.0,1.0,0.0,-0.001,-0.236,36.082,-2.594,-0.978,0.227,89.895,359.633,359.739,9.905,,0.24
-9.869,0.027,-23.335,36.082,-0.01,0.079,0.0,1.0,0.0,-0.118,-0.237,36.082,-0.488,-0.252,-0.016,90.07,359.643,358.978,10.533,,0.26
-9.148,0.027,-23.353,36.062,0.028,-0.231,0.0,1.0,0.0,0.147,-0.207,36.062,15.529,1.589,-0.974,90.127,359.632,1.147,11.162,,0.28
-8.426,0.027,-23.351,36.084,-0.044,-0.172,0.0,1.0,0.0,0.084,-0.26,36.084,-2.97,-3.579,1.089,90.138,359.659,0.303,11.81,,0.3
-7.705,0.027,-23.34,36.079,0.015,-0.003,0.0,1.0,0.0,-0.116,-0.213,36.079,-8.532,2.737,-0.252,90.196,359.644,358.666,12.469,,0.32
-6.983,0.027,-23.356,36.073,0.004,-0.18,0.0,1.0,0.0,0.052,-0.224,36.073,8.868,-0.609,-0.28,90.2,359.64,0.515,13.125,,0.34
-6.262,0.027,-23.364,36.08,-0.02,-0.242,0.0,1.0,0.0,0.138,-0.242,36.08,3.054,-1.267,0.342,90.158,359.652,0.996,13.79,,0.36
-5.54,0.027,-23.349,36.07,0.041,0.02,0.0,1.0,0.0,-0.136,-0.197,36.07,-13.179,2.809,-0.515,90.19,359.626,358.774,14.468,,0.38
-4.819,0.027,-23.356,36.09,-0.035,-0.047,-0.099,1.0,0.0,-0.079,-0.257,36.089,3.386,-3.799,0.977,90.203,359.648,359.752,15.143,,0.4
-4.097,0.027,-23.371,36.085,0.018,-0.207,-0.099,1.0,0.0,0.118,-0.214,36.085,8.032,2.424,-0.23,90.133,359.636,1.351,15.82,,0.42
-3.375,0.027,-23.359,36.082,0.008,-0.015,-0.041,1.0,0.0,-0.05,-0.223,36.081,-9.552,-0.594,-0.168,90.108,359.634,359.409,16.509,,0.44
-2.653,0.027,-23.355,36.091,-0.029,0.058,-0.041,1.0,0.0,-0.127,-0.249,36.09,-3.646,-1.906,0.439,90.116,359.655,358.985,17.198,,0.46
-1.932,0.027,-23.374,36.079,0.039,-0.168,0.0,1.0,0.0,0.141,-0.197,36.078,11.37,3.185,-0.588,90.036,359.63,1.205,17.883,,0.48
-1.21,0.027,-23.369,36.096,-0.037,-0.065,0.0,1.0,0.0,0.084,-0.256,36.095,-5.166,-3.78,0.845,89.968,359.652,0.191,18.578,,0.5
-0.488,0.027,-23.357,36.091,0.012,0.115,0.0,1.0,0.0,-0.106,-0.217,36.09,-9.035,2.202,-0.247,89.993,359.641,358.631,19.276,,0.52
0.234,0.027,-23.37,36.087,0.01,-0.049,0.0,1.0,0.0,0.054,-0.221,36.087,8.214,-0.167,-0.175,89.99,359.634,0.578,19.97,,0.54
0.956,0.027,-23.374,36.096,-0.025,-0.083,0.0,1.0,0.0,0.114,-0.247,36.095,1.664,-1.777,0.409,89.945,359.651,0.939,20.668,,0.56
1.677,0.027,-23.356,36.083,0.039,0.192,0.0,1.0,0.0,-0.163,-0.2,36.083,-13.839,2.901,-0.592,89.96,359.627,358.708,21.373,,0.58
2.399,0.027,-23.361,36.105,-0.037,0.12,0.0,1.0,0.0,-0.088,-0.258,36.104,3.634,-3.782,1.062,89.952,359.649,359.819,22.073,,0.6
3.121,0.027,-23.372,36.099,0.012,-0.034,0.0,1.0,0.0,0.109,-0.217,36.098,7.743,2.252,-0.298,89.872,359.64,1.375,22.774,,0.62
3.843,0.027,-23.356,36.094,0.011,0.167,0.0,1.0,0.0,-0.069,-0.219,36.094,-10.06,-0.172,-0.226,89.849,359.636,359.334,23.482,,0.64
4.565,0.027,-23.35,36.105,-0.033,0.215,0.0,1.0,0.0,-0.132,-0.251,36.104,-2.349,-2.237,0.533,89.875,359.657,359.048,24.188,,0.66
5.287,0.027,-23.366,36.093,0.041,-0.055,0.0,1.0,0.0,0.15,-0.195,36.092,13.599,3.376,-0.628,89.843,359.63,1.352,24.892,,0.68
6.009,0.027,-23.357,36.108,-0.038,0.032,0.0,1.0,0.0,0.069,-0.257,36.107,-4.406,-3.944,0.777,89.837,359.653,0.143,25.6,,0.7
6.731,0.027,-23.344,36.1,0.011,0.172,0.0,1.0,0.0,-0.113,-0.215,36.099,-7.05,2.264,-0.406,89.913,359.646,358.619,26.311,,0.72
7.453,0.027,-23.358,36.094,0.016,-0.045,0.0,1.0,0.0,0.081,-0.214,36.093,10.869,0.123,-0.289,89.939,359.638,0.731,27.017,,0.74
8.175,0.027,-23.361,36.105,-0.034,-0.086,0.0,1.0,0.0,0.134,-0.251,36.104,1.989,-2.514,0.541,89.917,359.659,0.921,27.726,,0.76
8.897,0.027,-23.342,36.093,0.044,0.189,0.0,1.0,0.0,-0.152,-0.193,36.093,-13.8,3.566,-0.581,89.95,359.63,358.597,28.439,,0.78
9.619,0.027,-23.349,36.108,-0.035,0.09,0.0,1.0,0.0,-0.058,-0.255,36.107,4.957,-3.983,0.738,89.951,359.652,359.916,29.149,,0.8
10.341,0.027,-23.36,36.101,0.007,-0.045,0.0,1.0,0.0,0.121,-0.218,36.101,6.799,1.98,-0.342,89.871,359.647,1.393,29.858,,0.82
11.063,0.027,-23.342,36.096,0.019,0.189,0.0,1.0,0.0,-0.09,-0.211,36.095,-11.708,0.411,-0.259,89.848,359.637,359.186,30.572,,0.84
11.785,0.026,-23.337,36.107,-0.04,0.223,0.0,1.0,0.0,-0.14,-0.255,36.107,-1.668,-2.971,0.573,89.875,359.663,359.107,31.285,,0.86
12.507,0.027,-23.353,36.097,0.045,-0.056,0.0,1.0,0.0,0.145,-0.191,36.096,14.066,3.867,-0.538,89.851,359.632,1.472,31.996,,0.88
13.229,0.027,-23.343,36.109,-0.035,0.053,-0.448,1.0,0.0,0.039,-0.254,36.108,-5.475,-3.984,0.587,89.854,359.653,0.023,32.71,,0.9
13.952,0.027,-23.33,36.103,0.004,0.178,-0.448,1.0,0.0,-0.127,-0.219,36.102,-6.273,1.796,-0.278,89.929,359.651,358.592,33.425,,0.92
14.674,0.027,-23.346,36.097,0.024,-0.078,-0.448,1.0,0.0,0.112,-0.206,36.096,12.82,0.803,-0.315,89.941,359.637,0.912,34.137,,0.94
15.396,0.026,-23.347,36.111,-0.045,-0.088,-0.448,1.0,0.0,0.145,-0.257,36.11,0.43,-3.433,0.723,89.904,359.666,0.819,34.851,,0.96
16.118,0.027,-23.328,36.1,0.045,0.198,-0.496,1.0,0.0,-0.141,-0.19,36.1,-14.423,4.081,-0.527,89.917,359.634,358.455,35.568,,0.98
16.84,0.027,-23.335,36.107,-0.03,0.153,-0.496,1.0,0.0,-0.041,-0.247,36.106,2.26,-3.713,0.315,89.822,359.655,359.904,36.282,,1.0
17.562,0.027,-23.342,36.102,0.016,0.172,-0.487,1.0,0.0,0.111,-0.207,36.102,-0.908,2.301,-0.192,89.545,359.649,1.126,36.996,,1.02
18.284,0.027,-23.317,36.082,0.026,0.61,-0.487,1.0,0.0,-0.126,-0.206,36.087,-21.892,0.061,-0.715,89.24,359.636,358.797,37.714,,1.04
19.006,0.026,-23.308,36.105,-0.054,0.734,0.0,1.0,0.0,-0.103,-0.269,36.111,-6.163,-4.092,1.22,89.003,359.661,359.231,38.43,,1.06
19.728,0.027,-23.309,36.1,0.049,0.688,0.0,1.0,0.0,0.115,-0.19,36.105,2.4,5.072,-0.289,88.719,359.625,1.201,39.146,,1.08
20.449,0.027,-23.279,36.075,-0.006,1.059,0.0,1.0,0.0,-0.066,-0.235,36.089,-18.508,-2.933,-0.758,88.428,359.639,359.428,39.865,,1.1
21.17,0.027,-23.248,36.064,-0.031,1.394,0.0,1.0,0.0,-0.199,-0.25,36.09,-16.731,-1.682,0.027,88.113,359.66,358.466,40.584,,1.12
21.893,0.027,-23.241,36.07,0.056,1.281,0.0,1.0,0.0,0.095,-0.185,36.092,5.711,4.236,0.099,87.809,359.621,1.07,41.301,,1.14
22.613,0.027,-23.212,36.06,-0.052,1.362,0.0,1.0,0.0,0.078,-0.262,36.084,-4.099,-5.324,-0.39,87.709,359.668,0.664,42.02,,1.16
23.334,0.027,-23.165,36.037,0.033,1.627,0.0,1.0,0.0,-0.223,-0.194,36.073,-13.406,3.843,-0.578,87.777,359.649,358.422,42.74,,1.18
24.055,0.027,-23.148,36.048,-0.028,1.443,0.0,1.0,0.0,-0.081,-0.239,36.076,9.186,-3.085,0.171,87.834,359.664,0.328,43.458,,1.2
24.776,0.026,-23.128,36.059,-0.028,1.31,0.0,1.0,0.0,0.055,-0.237,36.082,6.696,-0.143,0.318,87.823,359.67,1.42,44.176,,1.22
25.497,0.027,-23.081,36.044,0.039,1.554,0.0,1.0,0.0,-0.192,-0.196,36.076,-12.333,3.067,-0.295,87.842,359.633,358.845,44.897,,1.24
26.218,0.026,-23.056,36.069,-0.052,1.46,0.0,1.0,0.0,-0.109,-0.267,36.097,4.799,-4.492,1.059,87.859,359.659,359.481,45.616,,1.26
26.94,0.027,-23.045,36.073,0.037,1.214,0.0,1.0,0.0,0.146,-0.198,36.092,12.449,4.081,-0.262,87.833,359.633,1.576,46.334,,1.28
27.661,0.026,-23.004,36.068,0.0,1.388,0.0,1.0,0.0,-0.022,-0.226,36.094,-8.734,-1.867,0.1,87.832,359.64,359.585,47.054,,1.3
28.382,0.026,-22.969,36.073,-0.013,1.47,0.0,1.0,0.0,-0.127,-0.232,36.102,-4.028,-0.779,0.372,87.877,359.658,358.742,47.775,,1.32
29.105,0.027,-22.962,36.073,0.05,1.177,-0.206,1.0,0.0,0.173,-0.185,36.092,14.7,2.85,-0.504,87.851,359.633,1.282,48.493,,1.34
29.826,0.026,-22.931,36.094,-0.05,1.26,-0.206,1.0,0.0,0.103,-0.261,36.115,-4.155,-5.008,1.165,87.835,359.667,0.389,49.213,,1.36
30.547,0.027,-22.89,36.082,0.024,1.457,-0.632,1.0,0.0,-0.126,-0.202,36.111,-9.951,3.456,-0.199,87.897,359.647,358.473,49.934,,1.38
31.27,0.027,-22.876,36.084,0.001,1.3,-0.632,1.0,0.0,0.031,-0.223,36.107,7.834,-1.23,-0.196,87.885,359.645,0.453,50.653,,1.4
31.991,0.027,-22.855,36.092,-0.02,1.281,-0.632,1.0,0.0,0.117,-0.238,36.113,0.962,-1.033,0.324,87.775,359.657,1.061,51.373,,1.42
32.712,0.027,-22.808,36.062,0.042,1.632,-0.632,1.0,0.0,-0.167,-0.196,36.098,-17.698,2.65,-0.764,87.681,359.629,358.594,52.095,,1.44
33.434,0.026,-22.784,36.09,-0.049,1.608,-0.564,1.0,0.0,-0.061,-0.267,36.125,1.271,-4.564,1.351,87.547,359.656,359.659,52.815,,1.46
34.157,0.027,-22.766,36.091,0.025,1.53,-0.206,1.0,0.0,0.15,-0.207,36.123,4.027,3.605,-0.107,87.328,359.639,1.334,53.535,,1.48
34.877,0.027,-22.713,36.056,0.011,1.985,0.0,1.0,0.0,-0.113,-0.221,36.11,-22.822,-1.125,-0.596,87.035,359.636,358.889,54.257,,1.5
35.598,0.026,-22.67,36.044,-0.068,2.246,0.0,1.0,0.0,-0.159,-0.273,36.113,-12.982,-4.25,0.139,86.696,359.681,358.693,54.978,,1.52
36.32,0.027,-22.646,36.035,0.078,2.174,0.0,1.0,0.0,0.145,-0.157,36.1,3.773,7.201,-0.619,86.313,359.634,1.326,55.698,,1.54
37.039,0.027,-22.591,35.991,-0.031,2.45,0.0,1.0,0.0,0.048,-0.236,36.073,-13.953,-5.433,-1.307,86.029,359.675,-0.002,56.419,,1.56
37.758,0.027,-22.529,35.974,0.004,2.655,0.0,1.0,0.0,-0.109,-0.204,36.071,-10.302,1.519,-0.111,85.961,359.673,358.534,57.14,,1.58
38.479,0.027,-22.494,35.988,0.026,2.459,0.0,1.0,0.0,0.057,-0.199,36.072,9.807,0.951,0.045,85.995,359.644,0.823,57.861,,1.6
39.199,0.026,-22.444,36.005,-0.038,2.486,0.0,1.0,0.0,0.023,-0.257,36.089,-1.326,-3.191,0.885,86.007,359.653,0.796,58.582,,1.62
39.918,0.027,-22.376,35.98,0.041,2.722,0.0,1.0,0.0,-0.217,-0.206,36.082,-11.936,3.683,-0.355,86.026,359.616,358.638,59.304,,1.64
40.639,0.027,-22.334,36.014,-0.023,2.574,0.0,1.0,0.0,-0.06,-0.257,36.105,7.488,-3.244,1.119,86.006,359.629,0.104,60.025,,1.66
41.36,0.027,-22.294,36.027,-0.002,2.446,0.0,1.0,0.0,0.121,-0.235,36.109,6.462,0.887,0.217,85.915,359.636,1.295,60.746,,1.68
42.079,0.027,-22.226,36.008,0.028,2.678,0.0,1.0,0.0,-0.091,-0.209,36.107,-11.668,1.332,-0.085,85.896,359.626,359.075,61.468,,1.7
42.8,0.027,-22.174,36.035,-0.041,2.672,0.0,1.0,0.0,-0.106,-0.259,36.132,0.432,-3.426,1.261,85.932,359.656,359.318,62.19,,1.72
43.522,0.027,-22.139,36.048,0.036,2.427,0.0,1.0,0.0,0.131,-0.2,36.128,12.375,3.538,-0.2,85.933,359.631,1.43,62.912,,1.74
44.242,0.027,-22.077,36.048,-0.021,2.562,0.0,1.0,0.0,-0.012,-0.245,36.138,-6.718,-2.868,0.487,85.955,359.643,359.827,63.634,,1.76
44.962,0.027,-22.017,36.04,-0.008,2.658,0.0,1.0,0.0,-0.146,-0.232,36.137,-4.848,0.521,-0.044,86.021,359.65,358.745,64.357,,1.78
45.684,0.027,-21.983,36.044,0.03,2.389,0.0,1.0,0.0,0.119,-0.203,36.122,13.477,1.653,-0.772,86.013,359.634,1.047,65.078,,1.8
46.405,0.026,-21.932,36.059,-0.046,2.433,0.0,1.0,0.0,0.09,-0.259,36.14,-2.203,-3.761,0.894,85.993,359.663,0.539,65.8,,1.82
47.125,0.027,-21.866,36.037,0.031,2.651,0.0,1.0,0.0,-0.133,-0.2,36.133,-11.047,3.551,-0.328,86.011,359.639,358.571,66.523,,1.84
47.847,0.027,-21.827,36.05,-0.007,2.497,0.0,1.0,0.0,0.019,-0.233,36.136,7.738,-1.942,0.143,86.006,359.641,0.321,67.245,,1.86
48.568,0.027,-21.785,36.059,-0.011,2.411,0.0,1.0,0.0,0.132,-0.235,36.138,4.329,-0.289,0.121,85.958,359.649,1.185,67.967,,1.88
49.288,0.027,-21.717,36.026,0.039,2.675,0.0,1.0,0.0,-0.14,-0.199,36.124,-13.353,2.247,-0.7,85.981,359.628,358.865,68.69,,1.9
50.009,0.027,-21.669,36.051,-0.043,2.607,0.0,1.0,0.0,-0.074,-0.26,36.144,3.515,-4.087,0.999,85.985,359.657,359.598,69.412,,1.92
50.731,0.027,-21.633,36.061,0.024,2.413,0.0,1.0,0.0,0.151,-0.208,36.14,9.808,3.098,-0.211,85.924,359.639,1.406,70.134,,1.94
51.451,0.027,-21.569,36.047,-0.001,2.597,0.0,1.0,0.0,-0.016,-0.228,36.14,-9.213,-1.295,-0.031,85.908,359.64,359.523,70.857,,1.96
52.172,0.027,-21.511,36.047,-0.023,2.679,0.0,1.0,0.0,-0.119,-0.243,36.146,-4.086,-1.178,0.307,85.945,359.654,358.889,71.579,,1.98
52.894,0.027,-21.478,36.054,0.041,2.42,0.0,1.0,0.0,0.147,-0.197,36.134,12.986,2.909,-0.575,85.919,359.628,1.218,72.301,,2.0
53.615,0.026,-21.422,36.07,-0.042,2.494,0.0,1.0,0.0,0.083,-0.262,36.156,-3.65,-4.131,1.067,85.911,359.653,0.324,73.024,,2.02
54.335,0.027,-21.357,36.054,0.021,2.67,0.0,1.0,0.0,-0.133,-0.212,36.151,-8.911,2.92,-0.206,85.983,359.637,358.592,73.747,,2.04
55.058,0.027,-21.32,36.062,0.005,2.479,0.0,1.0,0.0,0.036,-0.225,36.147,9.587,-0.892,-0.228,86.008,359.636,0.551,74.469,,2.06
55.779,0.027,-21.275,36.074,-0.026,2.409,0.0,1.0,0.0,0.121,-0.246,36.154,3.466,-1.612,0.338,85.98,359.655,1.063,75.192,,2.08
56.499,0.027,-21.207,36.042,0.042,2.671,0.0,1.0,0.0,-0.155,-0.195,36.141,-13.259,3.132,-0.653,86.013,359.63,358.725,75.915,,2.1
57.221,0.027,-21.161,36.067,-0.041,2.596,0.0,1.0,0.0,-0.088,-0.259,36.16,3.875,-4.164,0.949,86.025,359.655,359.735,76.637,,2.12
57.943,0.027,-21.124,36.073,0.018,2.429,0.0,1.0,0.0,0.118,-0.212,36.154,8.403,2.733,-0.285,85.952,359.641,1.413,77.36,,2.14
58.663,0.027,-21.059,36.053,0.008,2.625,0.225,1.0,0.0,-0.053,-0.221,36.147,-9.848,-0.57,-0.321,85.923,359.637,359.393,78.083,,2.16
59.384,0.027,-21.002,36.057,-0.029,2.685,0.225,1.0,0.0,-0.124,-0.248,36.156,-2.952,-1.915,0.404,85.944,359.656,358.973,78.806,,2.18
60.107,0.027,-20.969,36.062,0.043,2.416,0.003,1.0,0.0,0.158,-0.195,36.142,13.544,3.307,-0.673,85.909,359.629,1.322,79.528,,2.2
60.827,0.026,-20.913,36.076,-0.04,2.465,0.003,1.0,0.0,0.097,-0.259,36.159,-2.433,-4.183,0.852,85.934,359.654,0.293,80.251,,2.22
61.548,0.027,-20.85,36.061,0.021,2.58,0.003,1.0,0.0,-0.107,-0.208,36.153,-5.838,2.963,-0.331,86.086,359.641,358.67,80.974,,2.24
62.27,0.027,-20.816,36.073,0.01,2.288,0.003,1.0,0.0,0.07,-0.221,36.145,14.588,-0.791,-0.344,86.254,359.636,0.781,81.696,,2.26
62.992,0.026,-20.773,36.095,-0.042,2.155,0.003,1.0,0.0,0.112,-0.259,36.158,6.64,-2.705,0.653,86.397,359.659,1.092,82.419,,2.28
63.713,0.027,-20.711,36.075,0.05,2.302,0.0,1.0,0.0,-0.135,-0.19,36.148,-7.496,4.462,-0.518,86.568,359.624,358.806,83.142,,2.3
64.435,0.027,-20.674,36.089,-0.03,2.148,0.0,1.0,0.0,-0.041,-0.251,36.152,7.784,-4.009,0.219,86.661,359.65,359.858,83.864,,2.32
65.157,0.027,-20.644,36.095,0.013,1.981,0.0,1.0,0.0,0.148,-0.216,36.148,8.373,1.948,-0.211,86.617,359.644,1.312,84.586,,2.34
65.878,0.027,-20.588,36.081,0.015,2.181,0.0,1.0,0.0,-0.025,-0.216,36.146,-10.014,0.02,-0.104,86.584,359.634,359.319,85.309,,2.36
66.6,0.027,-20.542,36.091,-0.03,2.236,0.0,1.0,0.0,-0.082,-0.252,36.16,-2.704,-2.303,0.684,86.591,359.651,359.087,86.032,,2.38
67.323,0.027,-20.516,36.098,0.04,2.002,0.0,1.0,0.0,0.164,-0.203,36.152,11.781,3.235,-0.364,86.558,359.621,1.272,86.754,,2.4
68.045,0.027,-20.466,36.111,-0.034,2.116,0.0,1.0,0.0,0.05,-0.261,36.172,-5.659,-3.677,0.989,86.567,359.64,0.082,87.477,,2.42
68.766,0.027,-20.412,36.098,0.004,2.255,0.0,1.0,0.0,-0.139,-0.228,36.167,-7.017,1.729,-0.25,86.653,359.638,358.699,88.2,,2.44
69.489,0.027,-20.384,36.105,0.015,2.036,0.0,1.0,0.0,0.058,-0.218,36.161,10.955,0.378,-0.289,86.676,359.632,0.759,88.923,,2.46
70.211,0.026,-20.345,36.118,-0.035,1.993,0.0,1.0,0.0,0.121,-0.254,36.172,2.146,-2.539,0.545,86.644,359.657,0.859,89.646,,2.48
70.932,0.027,-20.286,36.094,0.041,2.246,0.119,1.0,0.0,-0.139,-0.196,36.163,-12.774,3.502,-0.446,86.666,359.63,358.638,90.369,,2.5
71.655,0.027,-20.251,36.113,-0.03,2.141,0.119,1.0,0.0,-0.032,-0.253,36.176,5.308,-3.548,0.636,86.658,359.648,359.966,91.092,,2.52
72.378,0.027,-20.22,36.114,0.005,2.017,0.119,1.0,0.0,0.136,-0.223,36.169,6.212,1.626,-0.338,86.58,359.645,1.319,91.815,,2.54
73.096,0.026,-20.166,35.996,-0.073,1.81,0.119,1.0,0.0,0.121,-0.245,36.041,10.127,-3.658,-6.455,86.937,359.723,358.916,92.535,,2.56
73.809,0.023,-20.137,35.668,-0.193,1.015,0.119,1.0,0.0,0.483,-0.282,35.678,39.128,-5.03,-18.09,87.605,359.839,358.604,93.247,,2.58
74.521,0.025,-20.133,35.513,0.302,0.335,0.129,1.0,0.0,0.809,-0.031,35.506,33.599,25.032,-8.6,88.154,359.456,359.695,93.958,,2.6
75.231,0.029,-20.126,35.433,0.245,0.269,0.129,1.0,0.0,0.663,-0.207,35.428,3.211,-2.806,-4.098,88.494,359.267,359.947,94.665,,2.62
75.938,0.03,-20.113,35.382,-0.01,0.367,0.129,1.0,0.0,0.378,-0.368,35.38,-4.827,-12.767,-2.58,88.799,359.416,359.513,95.37,,2.64
76.647,0.031,-20.104,35.496,0.014,0.294,0.051,1.0,0.0,0.252,-0.308,35.495,3.735,1.203,5.634,89.123,359.476,359.496,96.078,,2.66
77.36,0.031,-20.103,35.638,0.011,0.141,0.051,1.0,0.0,0.22,-0.32,35.636,7.71,-0.261,7.044,89.418,359.469,0.152,96.788,,2.68
78.076,0.03,-20.098,35.773,-0.051,0.178,0.051,1.0,0.0,0.066,-0.374,35.771,-1.844,-3.151,6.716,89.607,359.483,0.144,9.741,"Curva 1: Strettissima, frenare.",2.7
78.792,0.028,-20.091,35.838,-0.101,0.179,0.051,1.0,0.0,-0.004,-0.405,35.837,-0.02,-2.533,3.258,89.723,359.515,359.775,9.792,"Curva 1: Strettissima, frenare.",2.72
79.509,0.027,-20.09,35.857,-0.074,0.047,0.0,1.0,0.0,0.086,-0.354,35.856,6.6,1.393,0.934,89.789,359.552,359.806,9.89,"Curva 1: Strettissima, frenare.",2.74
80.226,0.027,-20.095,35.888,-0.051,-0.015,0.0,1.0,0.0,0.136,-0.303,35.887,3.148,1.084,1.542,89.802,359.599,0.556,10.032,"Curva 1: Strettissima, frenare.",2.76
80.944,0.027,-20.088,35.904,-0.027,0.079,0.0,1.0,0.0,0.03,-0.253,35.904,-4.734,1.205,0.832,89.827,359.639,359.788,10.234,"Curva 1: Strettissima, frenare.",2.78
81.662,0.027,-20.083,35.905,0.001,0.145,0.0,1.0,0.0,-0.055,-0.212,35.905,-3.309,1.357,0.052,89.859,359.661,359.492,10.479,"Curva 1: Strettissima, frenare.",2.8
82.38,0.027,-20.089,35.893,0.036,0.034,0.0,1.0,0.0,0.071,-0.18,35.892,5.556,1.69,-0.63,89.829,359.656,0.534,10.757,"Curva 1: Strettissima, frenare.",2.82
83.098,0.028,-20.085,35.885,0.028,0.076,0.477,0.755,0.0,0.043,-0.192,35.884,-2.084,-0.396,-0.38,89.809,359.649,0.13,11.083,"Curva 1: Strettissima, frenare.",2.84
83.815,0.028,-20.076,35.872,0.034,0.198,0.477,0.755,0.0,-0.082,-0.198,35.872,-6.089,0.261,-0.606,89.819,359.631,359.305,11.449,"Curva 1: Strettissima, frenare.",2.86
84.532,0.029,-20.08,35.846,0.017,0.105,0.477,0.755,0.0,0.017,-0.217,35.845,4.623,-0.874,-1.365,89.803,359.625,0.297,11.836,"Curva 1: Strettissima, frenare.",2.88
85.248,0.029,-20.081,35.804,-0.008,0.059,0.477,0.755,0.0,0.079,-0.233,35.803,2.292,-1.283,-2.086,89.776,359.641,0.531,12.255,"Curva 1: Strettissima, frenare.",2.9
85.963,0.029,-20.069,35.743,0.0,0.2,0.506,0.657,0.0,-0.079,-0.216,35.743,-7.068,0.331,-3.032,89.81,359.656,359.325,12.709,"Curva 1: Strettissima, frenare.",2.92
86.676,0.029,-20.071,35.669,-0.028,0.087,0.506,0.657,0.0,-0.009,-0.221,35.668,5.627,-1.362,-3.716,89.875,359.691,0.047,13.176,"Curva 1: Strettissima, frenare.",2.94
87.388,0.029,-20.08,35.573,-0.016,-0.183,0.332,0.57,0.0,0.149,-0.195,35.572,13.499,0.37,-4.795,90.048,359.716,1.127,13.657,"Curva 1: Strettissima, frenare.",2.96
88.097,0.029,-20.073,35.467,0.004,-0.205,0.0,0.482,0.0,-0.028,-0.164,35.467,1.174,1.007,-5.288,90.379,359.728,359.739,14.168,"Curva 1: Strettissima, frenare.",2.98
88.804,0.029,-20.076,35.339,0.001,-0.355,0.0,0.482,0.0,-0.108,-0.155,35.34,7.578,-0.065,-6.295,90.753,359.749,359.589,14.686,"Curva 1: Strettissima, frenare.",3.0
89.507,0.029,-20.099,35.191,0.025,-0.769,0.0,0.285,0.0,0.13,-0.131,35.199,20.851,0.778,-7.008,91.036,359.75,1.249,15.204,"Curva 1: Strettissima, frenare.",3.02
90.208,0.029,-20.105,35.045,-0.003,-0.786,0.0,0.285,0.0,0.018,-0.146,35.054,0.983,-1.356,-7.293,91.255,359.766,-0.001,15.745,"Curva 1: Strettissima, frenare.",3.04
90.906,0.03,-20.111,34.875,0.015,-0.682,0.0,0.285,0.0,-0.112,-0.122,34.881,-5.023,0.829,-8.613,91.307,359.778,358.837,16.296,"Curva 1: Strettissima, frenare.",3.06
91.599,0.031,-20.142,34.674,0.024,-0.896,0.177,0.171,0.0,0.179,-0.104,34.685,10.944,0.338,-9.806,91.183,359.793,0.783,16.839,"Curva 1: Strettissima, frenare.",3.08
92.288,0.03,-20.159,34.475,-0.028,-0.86,0.177,0.171,0.0,0.191,-0.127,34.485,-1.67,-2.568,-10.035,91.109,359.839,0.577,17.398,"Curva 1: Strettissima, frenare.",3.1
92.974,0.031,-20.158,34.271,0.03,-0.595,0.332,0.097,0.0,-0.083,-0.068,34.276,-13.117,2.624,-10.425,91.135,359.84,358.675,17.972,"Curva 1: Strettissima, frenare.",3.12
